# Fitting Function: FitLee_polyhedra
# Date of fit: 03-Jan-2019 12:43:01
# Who did the fit: blee
# Computer name: BDLPC
# Fit parameter ============= 
fn0 5.83750000e+00 1 1.00000000e-05 1.00000000e+02
delta_rho0 4.66000000e+00 0 NaN NaN
edgelength 2.44835190e+01 1 1.50000000e+01 5.00000000e+01
sig0 2.48590100e+00 1 1.00000000e-01 5.00000000e+00
Nratio 0.00000000e+00 0 NaN NaN
delta_rho1 4.66000000e+00 0 NaN NaN
r1 0.00000000e+00 0 NaN NaN
sig1 0.00000000e+00 0 NaN NaN
D 4.91494000e+01 1 2.00000000e+01 4.91494000e+01
vf 1.36890000e-02 0 4.56300000e-04 2.00000000e-02
powI 1.18000000e-04 1 9.83500000e-08 2.95050000e-04
PorodExp -1.93599200e+00 1 -3.43136000e+00 -1.14379000e+00
poly1 0.00000000e+00 0 NaN NaN
poly2 0.00000000e+00 0 NaN NaN
poly3 -1.99900000e-03 0 -2.99850000e-03 -9.99500000e-04
poly4 1.91870000e-02 0 9.59350000e-03 2.87805000e-02
# Fit range ============= 
Min 32
Max 379
# data ====================== 
0.02660529	6.08724640	6.05310738
0.02736546	6.04168240	6.00644256
0.02814735	5.99980660	5.96124650
0.02895158	5.96177880	5.91733720
0.02977878	5.91264310	5.87447553
0.03062962	5.86549010	5.83254996
0.03150478	5.83830890	5.79114324
0.03240493	5.80329600	5.75045996
0.03333081	5.74130760	5.70965377
0.03428314	5.70084510	5.66911290
0.03526268	5.66867950	5.62834783
0.03627020	5.63478020	5.58699549
0.03730652	5.59578120	5.54514530
0.03837244	5.53753560	5.50229276
0.03946882	5.49467230	5.45828568
0.04059653	5.43797870	5.41288967
0.04175645	5.40538270	5.36585509
0.04294952	5.35631230	5.31688924
0.04417668	5.30132580	5.26580011
0.04543890	5.24592620	5.21228646
0.04673718	5.19036450	5.15616227
0.04807256	5.13210960	5.09720548
0.04944609	5.06861020	5.03519434
0.05085887	4.99982340	4.96988666
0.05231201	4.93291770	4.90103574
0.05380667	4.84762310	4.82859382
0.05534404	4.76815150	4.75242525
0.05692533	4.68510140	4.67242622
0.05855180	4.61223260	4.58853097
0.06022475	4.52589060	4.50067238
0.06194549	4.44270680	4.40888023
0.06371540	4.34991250	4.31319889
0.06553588	4.25497220	4.21370386
0.06740838	4.15714910	4.11053789
0.06933438	4.05584850	4.00384030
0.07131540	3.94346840	3.89371568
0.07335303	3.83602430	3.78040625
0.07544888	3.72325910	3.66414049
0.07760461	3.60322510	3.54510133
0.07982193	3.48385920	3.42354283
0.08210261	3.35579220	3.29963755
0.08444845	3.22384710	3.17364219
0.08686131	3.09566420	3.04573845
0.08934312	2.95756860	2.91607188
0.09189584	2.82103060	2.78486156
0.09452149	2.68401440	2.65224734
0.09722216	2.54239920	2.51838369
0.10000000	2.41072230	2.38345697
0.10200000	2.29911160	2.28809204
0.10400000	2.20398460	2.19424722
0.10600000	2.10642100	2.10188852
0.10800000	2.01124440	2.01113673
0.11000000	1.92104900	1.92201437
0.11200000	1.83372650	1.83456047
0.11400000	1.74911490	1.74881813
0.11600000	1.66439440	1.66492109
0.11800000	1.57880370	1.58290684
0.12000000	1.49676100	1.50270305
0.12200000	1.41753830	1.42462197
0.12400000	1.33983450	1.34859876
0.12600000	1.27270660	1.27471577
0.12800000	1.19631450	1.20301634
0.13000000	1.12545160	1.13362596
0.13200000	1.05788690	1.06656211
0.13400000	0.99187836	1.00173945
0.13600000	0.93065600	0.93951533
0.13800000	0.87259134	0.87965283
0.14000000	0.81511160	0.82218013
0.14200000	0.76351422	0.76719668
0.14400000	0.71154992	0.71465154
0.14600000	0.66348702	0.66457249
0.14800000	0.61556861	0.61687276
0.15000000	0.57343666	0.57166894
0.15200000	0.53154267	0.52877591
0.15400000	0.49019892	0.48811203
0.15600000	0.45268455	0.44984571
0.15800000	0.41860346	0.41379491
0.16000000	0.38378893	0.37991172
0.16200000	0.35273973	0.34813914
0.16400000	0.32230116	0.31845347
0.16600000	0.29561258	0.29073825
0.16800000	0.27009973	0.26489238
0.17000000	0.24555875	0.24109794
0.17200000	0.22478571	0.21901743
0.17400000	0.20483098	0.19864107
0.17600000	0.18560576	0.17997040
0.17800000	0.16809137	0.16287393
0.18000000	0.15245425	0.14732362
0.18200000	0.13822764	0.13322248
0.18400000	0.12536987	0.12055172
0.18600000	0.11245110	0.10914723
0.18800000	0.10187086	0.09894976
0.19000000	0.09244330	0.08999170
0.19200000	0.08353830	0.08213240
0.19400000	0.07637500	0.07528891
0.19600000	0.06959723	0.06941481
0.19800000	0.06324182	0.06443440
0.20000000	0.05845690	0.06025892
0.20200000	0.05430879	0.05685936
0.20400000	0.05049237	0.05419084
0.20600000	0.04712813	0.05213456
0.20800000	0.04473711	0.05063679
0.21000000	0.04246586	0.04967355
0.21200000	0.04077467	0.04915867
0.21400000	0.03997629	0.04906604
0.21600000	0.03869920	0.04933562
0.21800000	0.03840009	0.04990610
0.22000000	0.03815699	0.05073630
0.22200000	0.03790551	0.05178104
0.22400000	0.03817437	0.05301570
0.22600000	0.03869362	0.05440045
0.22800000	0.03916862	0.05588604
0.23000000	0.03983112	0.05744837
0.23200000	0.04069876	0.05905140
0.23400000	0.04136573	0.06067774
0.23600000	0.04251704	0.06230359
0.23800000	0.04373912	0.06389483
0.24000000	0.04467689	0.06544547
0.24200000	0.04530846	0.06692301
0.24400000	0.04702719	0.06831597
0.24600000	0.04761125	0.06961645
0.24800000	0.04834044	0.07081597
0.25000000	0.04874653	0.07189308
0.25200000	0.04937050	0.07284358
0.25400000	0.05034628	0.07367435
0.25600000	0.05115977	0.07436628
0.25800000	0.05170836	0.07491812
0.26000000	0.05203084	0.07533761
0.26200000	0.05314831	0.07562266
0.26400000	0.05312220	0.07576521
0.26600000	0.05300924	0.07577843
0.26800000	0.05329729	0.07566903
0.27000000	0.05372736	0.07542312
0.27200000	0.05319264	0.07505869
0.27400000	0.05343426	0.07458533
0.27600000	0.05293812	0.07400351
0.27800000	0.05278597	0.07331823
0.28000000	0.05218065	0.07253956
0.28200000	0.05214623	0.07167418
0.28400000	0.05108648	0.07072398
0.28600000	0.05111212	0.06970654
0.28800000	0.05011911	0.06862525
0.29000000	0.04936373	0.06748845
0.29200000	0.04893280	0.06629520
0.29400000	0.04813613	0.06506242
0.29600000	0.04737362	0.06379504
0.29800000	0.04686430	0.06249846
0.30000000	0.04575021	0.06118310
0.30200000	0.04473044	0.05984886
0.30400000	0.04416886	0.05850630
0.30600000	0.04329165	0.05715990
0.30800000	0.04242067	0.05581601
0.31000000	0.04127397	0.05448194
0.31200000	0.04033704	0.05315938
0.31400000	0.03972178	0.05185362
0.31600000	0.03868451	0.05056717
0.31800000	0.03755942	0.04930935
0.32000000	0.03690160	0.04807910
0.32200000	0.03582648	0.04687816
0.32400000	0.03512667	0.04571688
0.32600000	0.03411161	0.04458937
0.32800000	0.03342465	0.04350087
0.33000000	0.03252158	0.04245425
0.33200000	0.03208187	0.04145052
0.33400000	0.03104613	0.04048873
0.33600000	0.03037275	0.03956984
0.33800000	0.02964530	0.03870048
0.34000000	0.02908142	0.03787344
0.34200000	0.02837987	0.03708976
0.34400000	0.02802277	0.03635389
0.34600000	0.02725701	0.03566091
0.34800000	0.02688079	0.03501182
0.35000000	0.02652238	0.03440592
0.35200000	0.02566659	0.03384291
0.35400000	0.02577504	0.03331862
0.35600000	0.02530046	0.03283262
0.35800000	0.02474379	0.03238784
0.36000000	0.02426238	0.03197903
0.36200000	0.02395467	0.03160370
0.36400000	0.02393366	0.03126291
0.36600000	0.02343930	0.03095306
0.36800000	0.02352196	0.03067174
0.37000000	0.02310387	0.03042103
0.37200000	0.02303559	0.03019668
0.37400000	0.02329880	0.02999634
0.37600000	0.02308475	0.02981769
0.37800000	0.02276227	0.02966101
0.38000000	0.02260183	0.02952362
0.38200000	0.02276880	0.02940446
0.38400000	0.02291619	0.02930175
0.38600000	0.02281761	0.02921238
0.38800000	0.02272592	0.02913593
0.39000000	0.02287672	0.02907033
0.39200000	0.02308728	0.02901574
0.39400000	0.02296754	0.02896986
0.39600000	0.02287291	0.02893061
0.39800000	0.02292875	0.02889731
0.40000000	0.02302640	0.02886825
0.40200000	0.02332822	0.02884331
0.40400000	0.02331658	0.02882131
0.40600000	0.02321998	0.02880038
0.40800000	0.02339781	0.02878057
0.41000000	0.02337297	0.02875983
0.41200000	0.02367876	0.02873792
0.41400000	0.02322557	0.02871473
0.41600000	0.02355933	0.02868964
0.41800000	0.02366139	0.02866077
0.42000000	0.02372862	0.02862838
0.42200000	0.02385884	0.02859260
0.42400000	0.02401603	0.02855189
0.42600000	0.02375343	0.02850651
0.42800000	0.02391446	0.02845654
0.43000000	0.02395430	0.02840134
0.43200000	0.02393460	0.02834034
0.43400000	0.02405435	0.02827403
0.43600000	0.02411328	0.02820259
0.43800000	0.02371946	0.02812462
0.44000000	0.02385825	0.02804127
0.44200000	0.02382349	0.02795276
0.44400000	0.02374938	0.02785854
0.44600000	0.02376100	0.02775884
0.44800000	0.02382777	0.02765408
0.45000000	0.02354724	0.02754453
0.45200000	0.02343264	0.02742968
0.45400000	0.02336852	0.02731090
0.45600000	0.02326197	0.02718800
0.45800000	0.02326025	0.02706103
0.46000000	0.02341639	0.02693008
0.46200000	0.02318482	0.02679633
0.46400000	0.02307103	0.02665961
0.46600000	0.02293265	0.02652015
0.46800000	0.02296299	0.02637895
0.47000000	0.02266982	0.02623530
0.47200000	0.02235571	0.02609019
0.47400000	0.02243922	0.02594388
0.47600000	0.02230910	0.02579687
0.47800000	0.02228437	0.02564947
0.48000000	0.02209461	0.02550158
0.48200000	0.02204556	0.02535391
0.48400000	0.02195804	0.02520643
0.48600000	0.02194253	0.02505995
0.48800000	0.02190313	0.02491444
0.49000000	0.02152451	0.02477002
0.49200000	0.02101152	0.02462738
0.49400000	0.02134522	0.02448600
0.49600000	0.02159296	0.02434674
0.49800000	0.02118954	0.02420973
0.50000000	0.02138834	0.02407515
0.50500000	0.02110369	0.02374951
0.51000000	0.02074968	0.02344148
0.51500000	0.02073334	0.02315352
0.52000000	0.02069818	0.02288578
0.52500000	0.02052118	0.02263875
0.53000000	0.02042058	0.02241229
0.53500000	0.02021161	0.02220639
0.54000000	0.02015617	0.02201929
0.54500000	0.02014213	0.02184993
0.55000000	0.02026165	0.02169615
0.55500000	0.02015587	0.02155696
0.56000000	0.02022915	0.02142987
0.56500000	0.02002935	0.02131304
0.57000000	0.02002271	0.02120472
0.57500000	0.02003530	0.02110314
0.58000000	0.01990749	0.02100672
0.58500000	0.01990248	0.02091426
0.59000000	0.01977650	0.02082463
0.59500000	0.01977861	0.02073666
0.60000000	0.01975138	0.02064965
0.60500000	0.01937375	0.02056337
0.61000000	0.01940336	0.02047732
0.61500000	0.01940943	0.02039120
0.62000000	0.01934846	0.02030498
0.62500000	0.01936076	0.02021894
0.63000000	0.01912869	0.02013310
0.63500000	0.01931707	0.02004773
0.64000000	0.01912233	0.01996316
0.64500000	0.01903337	0.01987964
0.65000000	0.01910551	0.01979774
0.65500000	0.01892279	0.01971758
0.66000000	0.01877156	0.01963963
0.66500000	0.01873230	0.01956414
0.67000000	0.01842675	0.01949119
0.67500000	0.01837256	0.01942108
0.68000000	0.01850433	0.01935401
0.68500000	0.01856067	0.01928981
0.69000000	0.01835271	0.01922851
0.69500000	0.01827524	0.01917016
0.70000000	0.01821154	0.01911477
0.70500000	0.01809221	0.01906201
0.71000000	0.01810226	0.01901183
0.71500000	0.01828048	0.01896405
0.72000000	0.01783502	0.01891860
0.72500000	0.01803133	0.01887516
0.73000000	0.01819572	0.01883366
0.73500000	0.01805285	0.01879386
0.74000000	0.01802392	0.01875554
0.74500000	0.01807739	0.01871861
0.75000000	0.01796212	0.01868288
0.75500000	0.01798390	0.01864823
0.76000000	0.01792046	0.01861443
0.76500000	0.01786545	0.01858144
0.77000000	0.01764253	0.01854923
0.77500000	0.01783151	0.01851770
0.78000000	0.01754351	0.01848674
0.78500000	0.01741195	0.01845638
0.79000000	0.01757166	0.01842661
0.79500000	0.01746315	0.01839741
0.80000000	0.01747715	0.01836877
0.80500000	0.01724806	0.01834070
0.81000000	0.01719974	0.01831323
0.81500000	0.01732845	0.01828632
0.82000000	0.01716944	0.01826002
0.82500000	0.01729094	0.01823432
0.83000000	0.01716362	0.01820917
0.83500000	0.01702792	0.01818456
0.84000000	0.01699917	0.01816052
0.84500000	0.01723590	0.01813695
0.85000000	0.01691180	0.01811384
0.85500000	0.01706328	0.01809113
0.86000000	0.01685587	0.01806878
0.86500000	0.01718845	0.01804676
0.87000000	0.01694046	0.01802497
0.87500000	0.01696881	0.01800340
0.88000000	0.01677146	0.01798201
0.88500000	0.01702517	0.01796079
0.89000000	0.01696892	0.01793971
0.89500000	0.01700942	0.01791880
0.90000000	0.01682003	0.01789808
0.90500000	0.01671337	0.01787760
0.91000000	0.01653842	0.01785739
0.91500000	0.01690448	0.01783753
0.92000000	0.01693446	0.01781807
0.92500000	0.01706798	0.01779906
0.93000000	0.01625569	0.01778055
0.93500000	0.01683215	0.01776257
0.94000000	0.00000000	0.01774510
0.94500000	0.00000000	0.01772816
0.95000000	0.00000000	0.01771167
0.95500000	0.00000000	0.01769561
0.96000000	0.00000000	0.01767985
0.96500000	0.00000000	0.01766430
0.97000000	0.00000000	0.01764884
0.97500000	0.00000000	0.01763338
0.98000000	0.00000000	0.01761777
0.98500000	0.00000000	0.01760191
0.99000000	0.00000000	0.01758573
