%I(h,k,l) =  |F(h,k,l)|^2/<P(h,k,l)>/M x <P(h,k,l)> x M x factor(Lorentz and Geometric)
%h, k, l, qx, qy, qz, |F(h,k,l)|^2/<P(h,k,l)>/M, <P(h,k,l)>, M, factor(Lorentz and Geometric)
0 0 -4 0.000000000e+00 0.000000000e+00 -3.595600000e-02 7.470301628e+00     0.000000000 1    61.552740325
0 -4 0 0.000000000e+00 -3.595600000e-02 0.000000000e+00 7.470301628e+00     0.000000000 1    61.552740325
4 1 0 3.595600000e-02 8.989000000e-03 0.000000000e+00 1.405467947e-31     0.000000000 1    57.931990894
1 0 4 8.989000000e-03 0.000000000e+00 3.595600000e-02 8.392917326e-32     0.000000000 1    57.931990894
0 4 1 0.000000000e+00 3.595600000e-02 8.989000000e-03 9.553389890e-32     0.000000000 1    57.931990894
1 0 -4 8.989000000e-03 0.000000000e+00 -3.595600000e-02 1.927190022e-32     0.000000000 1    57.931990894
0 4 -1 0.000000000e+00 3.595600000e-02 -8.989000000e-03 1.993228054e-33     0.000000000 1    57.931990894
-4 1 0 -3.595600000e-02 8.989000000e-03 0.000000000e+00 7.163677548e-33     0.000000000 1    57.931990894
1 4 0 8.989000000e-03 3.595600000e-02 0.000000000e+00 4.499554620e-31     0.000000000 1    57.931990894
0 1 4 0.000000000e+00 8.989000000e-03 3.595600000e-02 4.526494303e-31     0.000000000 1    57.931990894
4 0 1 3.595600000e-02 0.000000000e+00 8.989000000e-03 4.012381452e-31     0.000000000 1    57.931990894
0 1 -4 0.000000000e+00 8.989000000e-03 -3.595600000e-02 1.009622594e-31     0.000000000 1    57.931990894
4 0 -1 3.595600000e-02 0.000000000e+00 -8.989000000e-03 9.379459750e-32     0.000000000 1    57.931990894
1 -4 0 8.989000000e-03 -3.595600000e-02 0.000000000e+00 1.193771825e-31     0.000000000 1    57.931990894
-4 -1 0 -3.595600000e-02 -8.989000000e-03 0.000000000e+00 1.405467947e-31     0.000000000 1    57.931990894
-1 0 -4 -8.989000000e-03 0.000000000e+00 -3.595600000e-02 8.392917326e-32     0.000000000 1    57.931990894
0 -4 -1 0.000000000e+00 -3.595600000e-02 -8.989000000e-03 9.553389890e-32     0.000000000 1    57.931990894
-1 0 4 -8.989000000e-03 0.000000000e+00 3.595600000e-02 1.927190022e-32     0.000000000 1    57.931990894
0 -4 1 0.000000000e+00 -3.595600000e-02 8.989000000e-03 1.993228054e-33     0.000000000 1    57.931990894
4 -1 0 3.595600000e-02 -8.989000000e-03 0.000000000e+00 7.163677548e-33     0.000000000 1    57.931990894
-1 -4 0 -8.989000000e-03 -3.595600000e-02 0.000000000e+00 4.499554620e-31     0.000000000 1    57.931990894
0 -1 -4 0.000000000e+00 -8.989000000e-03 -3.595600000e-02 4.526494303e-31     0.000000000 1    57.931990894
-4 0 -1 -3.595600000e-02 0.000000000e+00 -8.989000000e-03 4.012381452e-31     0.000000000 1    57.931990894
0 -1 4 0.000000000e+00 -8.989000000e-03 3.595600000e-02 1.009622594e-31     0.000000000 1    57.931990894
-4 0 1 -3.595600000e-02 0.000000000e+00 8.989000000e-03 9.379459750e-32     0.000000000 1    57.931990894
-1 4 0 -8.989000000e-03 3.595600000e-02 0.000000000e+00 1.193771825e-31     0.000000000 1    57.931990894
3 3 0 2.696700000e-02 2.696700000e-02 0.000000000e+00 2.550726019e-03     0.000000000 1    54.713546956
3 0 3 2.696700000e-02 0.000000000e+00 2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
0 3 3 0.000000000e+00 2.696700000e-02 2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
3 0 -3 2.696700000e-02 0.000000000e+00 -2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
0 3 -3 0.000000000e+00 2.696700000e-02 -2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
-3 3 0 -2.696700000e-02 2.696700000e-02 0.000000000e+00 2.550726019e-03     0.000000000 1    54.713546956
-3 -3 0 -2.696700000e-02 -2.696700000e-02 0.000000000e+00 2.550726019e-03     0.000000000 1    54.713546956
-3 0 -3 -2.696700000e-02 0.000000000e+00 -2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
0 -3 -3 0.000000000e+00 -2.696700000e-02 -2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
-3 0 3 -2.696700000e-02 0.000000000e+00 2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
0 -3 3 0.000000000e+00 -2.696700000e-02 2.696700000e-02 2.550726019e-03     0.000000000 1    54.713546956
3 -3 0 2.696700000e-02 -2.696700000e-02 0.000000000e+00 2.550726019e-03     0.000000000 1    54.713546956
