%q Iq Pq Sq Zq Bq Bq2
6.292200200e-02 8.818096666e+00 3.117411924e-13 6.899858192e-01 3.279031887e-01 9.999996793e-01 1.000000000e+00
6.297480400e-02 8.669018341e+00 3.105745480e-13 6.808680503e-01 3.072368407e-01 9.999996788e-01 1.000000000e+00
6.302760700e-02 8.543808715e+00 3.094104791e-13 6.735578337e-01 2.904459871e-01 9.999996782e-01 1.000000000e+00
6.308041000e-02 8.438150638e+00 3.082490080e-13 6.677341190e-01 2.768470813e-01 9.999996777e-01 1.000000000e+00
6.313321300e-02 8.348732340e+00 3.070901345e-13 6.631508347e-01 2.659163815e-01 9.999996772e-01 1.000000000e+00
6.318601500e-02 8.273016201e+00 3.059338806e-13 6.596197971e-01 2.572537369e-01 9.999996766e-01 1.000000000e+00
6.323881800e-02 8.209051640e+00 3.047802024e-13 6.569970396e-01 2.505534552e-01 9.999996761e-01 1.000000000e+00
6.329162100e-02 8.155338850e+00 3.036291216e-13 6.551724329e-01 2.455823224e-01 9.999996755e-01 1.000000000e+00
6.334442400e-02 8.110696891e+00 3.024806382e-13 6.540598930e-01 2.421585544e-01 9.999996750e-01 1.000000000e+00
6.339722700e-02 8.074143614e+00 3.013347522e-13 6.535880790e-01 2.401317485e-01 9.999996744e-01 1.000000000e+00
6.345002900e-02 8.044783491e+00 3.001914848e-13 6.536915182e-01 2.393636164e-01 9.999996739e-01 1.000000000e+00
6.350283200e-02 8.021753984e+00 2.990507928e-13 6.543065389e-01 2.397190432e-01 9.999996734e-01 1.000000000e+00
6.355563500e-02 8.004328857e+00 2.979126976e-13 6.553794850e-01 2.410843134e-01 9.999996728e-01 1.000000000e+00
6.360843800e-02 7.992160017e+00 2.967771990e-13 6.568869837e-01 2.434118675e-01 9.999996723e-01 1.000000000e+00
6.366124000e-02 7.985437936e+00 2.956443182e-13 6.588496717e-01 2.467510826e-01 9.999996717e-01 1.000000000e+00
6.371404300e-02 7.984766907e+00 2.945140122e-13 6.613229014e-01 2.512282868e-01 9.999996712e-01 1.000000000e+00
6.376684600e-02 7.990903077e+00 2.933863020e-13 6.643753339e-01 2.569999893e-01 9.999996706e-01 1.000000000e+00
6.381964900e-02 8.004609655e+00 2.922611875e-13 6.680772986e-01 2.642271989e-01 9.999996701e-01 1.000000000e+00
6.387245100e-02 8.026676816e+00 2.911386897e-13 6.725023891e-01 2.730790313e-01 9.999996695e-01 1.000000000e+00
6.392525400e-02 8.058017403e+00 2.900187656e-13 6.777357665e-01 2.837511446e-01 9.999996690e-01 1.000000000e+00
6.397805700e-02 8.099765656e+00 2.889014362e-13 6.838824178e-01 2.964844009e-01 9.999996685e-01 1.000000000e+00
6.403086000e-02 8.153373592e+00 2.877867013e-13 6.910758996e-01 3.115845761e-01 9.999996679e-01 1.000000000e+00
6.408366200e-02 8.220707544e+00 2.866745815e-13 6.994869975e-01 3.294421440e-01 9.999996674e-01 1.000000000e+00
6.413646500e-02 8.304168480e+00 2.855650343e-13 7.093349206e-01 3.505577810e-01 9.999996668e-01 1.000000000e+00
6.418926800e-02 8.406826652e+00 2.844580803e-13 7.208994679e-01 3.755704141e-01 9.999996663e-01 1.000000000e+00
6.424207100e-02 8.532601423e+00 2.833537193e-13 7.345378763e-01 4.052958109e-01 9.999996657e-01 1.000000000e+00
6.429487300e-02 8.686459821e+00 2.822519715e-13 7.507033610e-01 4.407693697e-01 9.999996652e-01 1.000000000e+00
6.434767600e-02 8.874629612e+00 2.811527949e-13 7.699656678e-01 4.832936810e-01 9.999996646e-01 1.000000000e+00
6.440047900e-02 9.104692850e+00 2.800562098e-13 7.930211297e-01 5.344630029e-01 9.999996641e-01 1.000000000e+00
6.445328200e-02 9.385402901e+00 2.789622158e-13 8.206793168e-01 5.961350661e-01 9.999996635e-01 1.000000000e+00
6.450608400e-02 9.725712210e+00 2.778708330e-13 8.537797200e-01 6.702449482e-01 9.999996630e-01 1.000000000e+00
6.455888700e-02 1.013219924e+01 2.767820195e-13 8.929657313e-01 7.582951414e-01 9.999996624e-01 1.000000000e+00
6.461169000e-02 1.060354154e+01 2.756957956e-13 9.381912707e-01 8.602370931e-01 9.999996619e-01 1.000000000e+00
6.466449200e-02 1.112147757e+01 2.746121812e-13 9.879043918e-01 9.726123002e-01 9.999996613e-01 1.000000000e+00
6.471729500e-02 1.164135463e+01 2.735311346e-13 1.038174768e+00 1.086551326e+00 9.999996607e-01 1.000000000e+00
6.477009800e-02 1.209360014e+01 2.724526758e-13 1.082778071e+00 1.187929220e+00 9.999996602e-01 1.000000000e+00
6.482290100e-02 1.241121344e+01 2.713768042e-13 1.115622504e+00 1.262846697e+00 9.999996596e-01 1.000000000e+00
6.487570300e-02 1.257561676e+01 2.703035396e-13 1.134889972e+00 1.307058566e+00 9.999996591e-01 1.000000000e+00
6.492850600e-02 1.263857954e+01 2.692328405e-13 1.145108542e+00 1.330762563e+00 9.999996585e-01 1.000000000e+00
6.498130900e-02 1.269456949e+01 2.681647267e-13 1.154763249e+00 1.353242937e+00 9.999996580e-01 1.000000000e+00
6.503411100e-02 1.283539346e+01 2.670992177e-13 1.172232018e+00 1.393642790e+00 9.999996574e-01 1.000000000e+00
6.508691400e-02 1.312612227e+01 2.660362725e-13 1.203575313e+00 1.465904377e+00 9.999996569e-01 1.000000000e+00
6.513971700e-02 1.360342967e+01 2.649759105e-13 1.252335492e+00 1.578274127e+00 9.999996563e-01 1.000000000e+00
6.519252000e-02 1.427789718e+01 2.639181309e-13 1.319699156e+00 1.733636818e+00 9.999996557e-01 1.000000000e+00
6.524532200e-02 1.512672855e+01 2.628629531e-13 1.403773182e+00 1.927815773e+00 9.999996552e-01 1.000000000e+00
6.529812500e-02 1.607463163e+01 2.618103363e-13 1.497741718e+00 2.145284655e+00 9.999996546e-01 1.000000000e+00
6.535092800e-02 1.697610654e+01 2.607602997e-13 1.588109615e+00 2.355043560e+00 9.999996541e-01 1.000000000e+00
6.540373000e-02 1.763433161e+01 2.597128624e-13 1.656342681e+00 2.514299057e+00 9.999996535e-01 1.000000000e+00
6.545653300e-02 1.788677662e+01 2.586679838e-13 1.686841899e+00 2.586807657e+00 9.999996530e-01 1.000000000e+00
6.550933600e-02 1.771426299e+01 2.576256830e-13 1.677331048e+00 2.566951155e+00 9.999996524e-01 1.000000000e+00
6.556213900e-02 1.726355449e+01 2.565859592e-13 1.641276539e+00 2.485549966e+00 9.999996518e-01 1.000000000e+00
6.561494100e-02 1.675594264e+01 2.555488311e-13 1.599480246e+00 2.390607877e+00 9.999996513e-01 1.000000000e+00
6.566774400e-02 1.638165820e+01 2.545142585e-13 1.570107089e+00 2.324264180e+00 9.999996507e-01 1.000000000e+00
6.572054700e-02 1.625742932e+01 2.534822602e-13 1.564543877e+00 2.313121022e+00 9.999996501e-01 1.000000000e+00
6.577334900e-02 1.643271322e+01 2.524528549e-13 1.587861838e+00 2.369215011e+00 9.999996496e-01 1.000000000e+00
6.582615200e-02 1.690194203e+01 2.514260024e-13 1.639875016e+00 2.492386661e+00 9.999996490e-01 1.000000000e+00
6.587895500e-02 1.759913132e+01 2.504017215e-13 1.714506244e+00 2.668716385e+00 9.999996485e-01 1.000000000e+00
6.593175700e-02 1.837641997e+01 2.493800306e-13 1.797567533e+00 2.865240024e+00 9.999996479e-01 1.000000000e+00
6.598456000e-02 1.899547500e+01 2.483608898e-13 1.865750460e+00 3.027455020e+00 9.999996473e-01 1.000000000e+00
6.603736300e-02 1.918261817e+01 2.473443176e-13 1.891876442e+00 3.091485679e+00 9.999996468e-01 1.000000000e+00
6.609016500e-02 1.876231010e+01 2.463303322e-13 1.858039416e+00 3.014881931e+00 9.999996462e-01 1.000000000e+00
6.614296800e-02 1.777025387e+01 2.453188941e-13 1.767047601e+00 2.803670979e+00 9.999996456e-01 1.000000000e+00
6.619577100e-02 1.642173870e+01 2.443100215e-13 1.639691192e+00 2.506254905e+00 9.999996451e-01 1.000000000e+00
6.624857300e-02 1.497044704e+01 2.433037324e-13 1.500957530e+00 2.181197619e+00 9.999996445e-01 1.000000000e+00
6.630137600e-02 1.359837773e+01 2.422999877e-13 1.369033455e+00 1.871327467e+00 9.999996439e-01 1.000000000e+00
6.635417900e-02 1.239363828e+01 2.412988051e-13 1.252915636e+00 1.597978801e+00 9.999996434e-01 1.000000000e+00
6.640698100e-02 1.137746659e+01 2.403002027e-13 1.154961327e+00 1.366883552e+00 9.999996428e-01 1.000000000e+00
6.645978400e-02 1.053682218e+01 2.393041413e-13 1.074071887e+00 1.175611621e+00 9.999996422e-01 1.000000000e+00
6.651258700e-02 9.846214900e+00 2.383106389e-13 1.007854450e+00 1.018646725e+00 9.999996417e-01 1.000000000e+00
6.656538900e-02 9.278634293e+00 2.373197129e-13 9.537188311e-01 8.899729851e-01 9.999996411e-01 1.000000000e+00
6.661819200e-02 8.809975472e+00 2.363313247e-13 9.093307132e-01 7.841503838e-01 9.999996405e-01 1.000000000e+00
6.667099500e-02 8.420312530e+00 2.353454919e-13 8.727488230e-01 6.966457947e-01 9.999996400e-01 1.000000000e+00
6.672379700e-02 8.093712680e+00 2.343622318e-13 8.424143339e-01 6.238139840e-01 9.999996394e-01 1.000000000e+00
6.677660000e-02 7.817625023e+00 2.333815060e-13 8.170954129e-01 5.627711692e-01 9.999996388e-01 1.000000000e+00
6.682940300e-02 7.582249956e+00 2.324033320e-13 7.958276701e-01 5.112578048e-01 9.999996382e-01 1.000000000e+00
6.688220500e-02 7.379922576e+00 2.314277268e-13 7.778551513e-01 4.675014502e-01 9.999996377e-01 1.000000000e+00
6.693500800e-02 7.204618439e+00 2.304546523e-13 7.625827068e-01 4.301057739e-01 9.999996371e-01 1.000000000e+00
6.698781100e-02 7.051592769e+00 2.294841257e-13 7.495407425e-01 3.979685208e-01 9.999996365e-01 1.000000000e+00
6.704061300e-02 6.917067218e+00 2.285161639e-13 7.383547029e-01 3.702100669e-01 9.999996360e-01 1.000000000e+00
6.709341600e-02 6.797988128e+00 2.275507291e-13 7.287213972e-01 3.461178549e-01 9.999996354e-01 1.000000000e+00
6.714621900e-02 6.691856313e+00 2.265878382e-13 7.203918708e-01 3.251063141e-01 9.999996348e-01 1.000000000e+00
6.719902100e-02 6.596585028e+00 2.256275080e-13 7.131574227e-01 3.066839033e-01 9.999996342e-01 1.000000000e+00
6.725182400e-02 6.510429107e+00 2.246697009e-13 7.068429675e-01 2.904376454e-01 9.999996337e-01 1.000000000e+00
6.730462600e-02 6.431992806e+00 2.237144516e-13 7.013082255e-01 2.760366899e-01 9.999996331e-01 1.000000000e+00
6.735742900e-02 6.360214813e+00 2.227617226e-13 6.964473091e-01 2.632317344e-01 9.999996325e-01 1.000000000e+00
6.741023200e-02 6.294314219e+00 2.218115306e-13 6.921831290e-01 2.518421316e-01 9.999996319e-01 1.000000000e+00
6.746303400e-02 6.233676666e+00 2.208638922e-13 6.884556247e-01 2.417276673e-01 9.999996313e-01 1.000000000e+00
6.751583700e-02 6.177767767e+00 2.199187699e-13 6.852127014e-01 2.327666936e-01 9.999996308e-01 1.000000000e+00
6.756864000e-02 6.126107095e+00 2.189761803e-13 6.824071719e-01 2.248489150e-01 9.999996302e-01 1.000000000e+00
6.762144200e-02 6.078261251e+00 2.180361396e-13 6.799962646e-01 2.178742069e-01 9.999996296e-01 1.000000000e+00
6.767424500e-02 6.033844783e+00 2.170986109e-13 6.779419933e-01 2.117535312e-01 9.999996290e-01 1.000000000e+00
6.772704800e-02 5.992526058e+00 2.161636103e-13 6.762115929e-01 2.064102041e-01 9.999996285e-01 1.000000000e+00
6.777985000e-02 5.954021341e+00 2.152311540e-13 6.747771346e-01 2.017789802e-01 9.999996279e-01 1.000000000e+00
6.783265300e-02 5.918088191e+00 2.143012052e-13 6.736150504e-01 1.978048982e-01 9.999996273e-01 1.000000000e+00
6.788545500e-02 5.884525441e+00 2.133737976e-13 6.727058365e-01 1.944427737e-01 9.999996267e-01 1.000000000e+00
6.793825800e-02 5.853163089e+00 2.124488943e-13 6.720334322e-01 1.916555657e-01 9.999996261e-01 1.000000000e+00
6.799106100e-02 5.823862849e+00 2.115265115e-13 6.715849687e-01 1.894139644e-01 9.999996256e-01 1.000000000e+00
6.804386300e-02 5.796512647e+00 2.106066649e-13 6.713503722e-01 1.876954010e-01 9.999996250e-01 1.000000000e+00
6.809666600e-02 5.771022185e+00 2.096893181e-13 6.713220772e-01 1.864833203e-01 9.999996244e-01 1.000000000e+00
6.814946800e-02 5.747323337e+00 2.087745042e-13 6.714947370e-01 1.857666574e-01 9.999996238e-01 1.000000000e+00
6.820227100e-02 5.725362356e+00 2.078621869e-13 6.718648083e-01 1.855386713e-01 9.999996232e-01 1.000000000e+00
6.825507400e-02 5.705097596e+00 2.069523819e-13 6.724299281e-01 1.857955797e-01 9.999996226e-01 1.000000000e+00
6.830787600e-02 5.686490911e+00 2.060451047e-13 6.731880927e-01 1.865344706e-01 9.999996221e-01 1.000000000e+00
6.836067900e-02 5.669501131e+00 2.051403192e-13 6.741370579e-01 1.877517481e-01 9.999996215e-01 1.000000000e+00
6.841348100e-02 5.654090515e+00 2.042380579e-13 6.752747091e-01 1.894442043e-01 9.999996209e-01 1.000000000e+00
6.846628400e-02 5.640243709e+00 2.033382851e-13 6.766017929e-01 1.916156749e-01 9.999996203e-01 1.000000000e+00
6.851908700e-02 5.627999958e+00 2.024410161e-13 6.781254643e-01 1.942861218e-01 9.999996197e-01 1.000000000e+00
6.857188900e-02 5.617463580e+00 2.015462659e-13 6.798608672e-01 1.974956433e-01 9.999996191e-01 1.000000000e+00
6.862469200e-02 5.608784899e+00 2.006539991e-13 6.818291661e-01 2.012996105e-01 9.999996185e-01 1.000000000e+00
6.867749400e-02 5.602135021e+00 1.997642476e-13 6.840541942e-01 2.057605008e-01 9.999996180e-01 1.000000000e+00
6.873029700e-02 5.597693423e+00 1.988769760e-13 6.865614507e-01 2.109452505e-01 9.999996174e-01 1.000000000e+00
6.878310000e-02 5.595654263e+00 1.979921992e-13 6.893785060e-01 2.169264591e-01 9.999996168e-01 1.000000000e+00
6.883590200e-02 5.596238010e+00 1.971099321e-13 6.925366588e-01 2.237865460e-01 9.999996162e-01 1.000000000e+00
6.888870500e-02 5.599704492e+00 1.962301396e-13 6.960728155e-01 2.316225094e-01 9.999996156e-01 1.000000000e+00
6.894150700e-02 5.606364840e+00 1.953528530e-13 7.000306892e-01 2.405492112e-01 9.999996150e-01 1.000000000e+00
6.899431000e-02 5.616594522e+00 1.944780373e-13 7.044630594e-01 2.507050665e-01 9.999996144e-01 1.000000000e+00
6.904711200e-02 5.630846537e+00 1.936057238e-13 7.094331541e-01 2.622558829e-01 9.999996138e-01 1.000000000e+00
6.909991500e-02 5.649670370e+00 1.927358775e-13 7.150177601e-01 2.754028025e-01 9.999996132e-01 1.000000000e+00
6.915271800e-02 5.673732152e+00 1.918685130e-13 7.213096601e-01 2.903888967e-01 9.999996127e-01 1.000000000e+00
6.920552000e-02 5.703842929e+00 1.910036447e-13 7.284217770e-01 3.075099707e-01 9.999996121e-01 1.000000000e+00
6.925832300e-02 5.740996691e+00 1.901412381e-13 7.364926865e-01 3.271289593e-01 9.999996115e-01 1.000000000e+00
6.931112500e-02 5.786412283e+00 1.892813238e-13 7.456921465e-01 3.496906758e-01 9.999996109e-01 1.000000000e+00
6.936392800e-02 5.841598854e+00 1.884238672e-13 7.562307708e-01 3.757470186e-01 9.999996103e-01 1.000000000e+00
6.941673000e-02 5.908425829e+00 1.875688989e-13 7.683695223e-01 4.059822248e-01 9.999996097e-01 1.000000000e+00
6.946953300e-02 5.989230101e+00 1.867163844e-13 7.824353640e-01 4.412538691e-01 9.999996091e-01 1.000000000e+00
6.952233600e-02 6.086932549e+00 1.858663381e-13 7.988375632e-01 4.826361514e-01 9.999996085e-01 1.000000000e+00
6.957513800e-02 6.205194100e+00 1.850187739e-13 8.180903053e-01 5.314796339e-01 9.999996079e-01 1.000000000e+00
6.962794100e-02 6.348603435e+00 1.841736576e-13 8.408401267e-01 5.894839370e-01 9.999996073e-01 1.000000000e+00
6.968074300e-02 6.522846846e+00 1.833310193e-13 8.678909894e-01 6.587650958e-01 9.999996067e-01 1.000000000e+00
6.973354600e-02 6.734870045e+00 1.824908249e-13 9.002300327e-01 7.419250564e-01 9.999996061e-01 1.000000000e+00
6.978634800e-02 6.992811797e+00 1.816531042e-13 9.390221729e-01 8.420412487e-01 9.999996055e-01 1.000000000e+00
6.983915100e-02 7.305533640e+00 1.808178234e-13 9.855512526e-01 9.625172560e-01 9.999996049e-01 1.000000000e+00
6.989195300e-02 7.681060036e+00 1.799850120e-13 1.041010561e+00 1.106540975e+00 9.999996043e-01 1.000000000e+00
6.994475600e-02 8.123173326e+00 1.791546364e-13 1.106037586e+00 1.275872584e+00 9.999996037e-01 1.000000000e+00
6.999755800e-02 8.624902110e+00 1.783267259e-13 1.179809434e+00 1.468477395e+00 9.999996031e-01 1.000000000e+00
7.005036100e-02 9.159181113e+00 1.775012470e-13 1.258725877e+00 1.675062254e+00 9.999996025e-01 1.000000000e+00
7.010316400e-02 9.670779442e+00 1.766782131e-13 1.335229563e+00 1.875940237e+00 9.999996019e-01 1.000000000e+00
7.015596600e-02 1.008134258e+01 1.758576378e-13 1.398413901e+00 2.042546151e+00 9.999996013e-01 1.000000000e+00
7.020876900e-02 1.031926865e+01 1.750394876e-13 1.438110070e+00 2.148082642e+00 9.999996007e-01 1.000000000e+00
7.026157100e-02 1.036373307e+01 1.742237915e-13 1.451069375e+00 2.183757699e+00 9.999996001e-01 1.000000000e+00
7.031437400e-02 1.026422158e+01 1.734105162e-13 1.443875827e+00 2.166570547e+00 9.999995995e-01 1.000000000e+00
7.036717600e-02 1.011379791e+01 1.725996905e-13 1.429398197e+00 2.130160764e+00 9.999995989e-01 1.000000000e+00
7.041997900e-02 1.000376158e+01 1.717912812e-13 1.420499186e+00 2.108348028e+00 9.999995983e-01 1.000000000e+00
7.047278100e-02 9.995642288e+00 1.709853169e-13 1.426036750e+00 2.124577801e+00 9.999995977e-01 1.000000000e+00
7.052558400e-02 1.011484153e+01 1.701817647e-13 1.449857280e+00 2.189184223e+00 9.999995971e-01 1.000000000e+00
7.057838600e-02 1.035111898e+01 1.693806527e-13 1.490744848e+00 2.299159705e+00 9.999995965e-01 1.000000000e+00
7.063118900e-02 1.065571787e+01 1.685819484e-13 1.541885798e+00 2.436638351e+00 9.999995959e-01 1.000000000e+00
7.068399100e-02 1.093861239e+01 1.677856796e-13 1.590334813e+00 2.567369650e+00 9.999995953e-01 1.000000000e+00
7.073679400e-02 1.108236550e+01 1.669918140e-13 1.618895684e+00 2.645600173e+00 9.999995947e-01 1.000000000e+00
7.078959600e-02 1.098622598e+01 1.662003792e-13 1.612493490e+00 2.630957462e+00 9.999995941e-01 1.000000000e+00
7.084239900e-02 1.062138503e+01 1.654113430e-13 1.566378191e+00 2.510366845e+00 9.999995935e-01 1.000000000e+00
7.089520100e-02 1.004725422e+01 1.646247328e-13 1.488784517e+00 2.305354822e+00 9.999995929e-01 1.000000000e+00
7.094800400e-02 9.370691714e+00 1.638405165e-13 1.395173518e+00 2.056901849e+00 9.999995923e-01 1.000000000e+00
7.100080600e-02 8.690288169e+00 1.630587215e-13 1.300068108e+00 1.803716325e+00 9.999995917e-01 1.000000000e+00
7.105360900e-02 8.067969875e+00 1.622793157e-13 1.212760446e+00 1.570703343e+00 9.999995911e-01 1.000000000e+00
7.110641100e-02 7.530257988e+00 1.615023262e-13 1.137373171e+00 1.369027220e+00 9.999995905e-01 1.000000000e+00
7.115921400e-02 7.080917436e+00 1.607277212e-13 1.074654211e+00 1.200838969e+00 9.999995898e-01 1.000000000e+00
7.121201600e-02 6.712814751e+00 1.599555277e-13 1.023702300e+00 1.063858733e+00 9.999995892e-01 1.000000000e+00
7.126481900e-02 6.415199318e+00 1.591857139e-13 9.830436670e-01 9.542483089e-01 9.999995886e-01 1.000000000e+00
7.131762100e-02 6.177440911e+00 1.584183064e-13 9.511930689e-01 8.681156912e-01 9.999995880e-01 1.000000000e+00
7.137042400e-02 5.990486296e+00 1.576532739e-13 9.268798839e-01 8.021265419e-01 9.999995874e-01 1.000000000e+00
7.142322600e-02 5.847305776e+00 1.568906428e-13 9.091222672e-01 7.537093406e-01 9.999995868e-01 1.000000000e+00
7.147602900e-02 5.742771836e+00 1.561303817e-13 8.972161150e-01 7.210310595e-01 9.999995862e-01 1.000000000e+00
7.152883100e-02 5.673329360e+00 1.553725168e-13 8.906895265e-01 7.028789140e-01 9.999995856e-01 1.000000000e+00
7.158163400e-02 5.636382144e+00 1.546170171e-13 8.892124658e-01 6.984189940e-01 9.999995850e-01 1.000000000e+00
7.163443600e-02 5.629309525e+00 1.538639085e-13 8.924437255e-01 7.067819381e-01 9.999995843e-01 1.000000000e+00
7.168723900e-02 5.647826201e+00 1.531131600e-13 8.997700457e-01 7.263503530e-01 9.999995837e-01 1.000000000e+00
7.174004100e-02 5.683623013e+00 1.523647975e-13 9.099210833e-01 7.537005755e-01 9.999995831e-01 1.000000000e+00
7.179284400e-02 5.722003587e+00 1.516187901e-13 9.205737578e-01 7.825058143e-01 9.999995825e-01 1.000000000e+00
7.184564600e-02 5.741865185e+00 1.508751635e-13 9.283227310e-01 8.034337599e-01 9.999995819e-01 1.000000000e+00
7.189844900e-02 5.721220029e+00 1.501338868e-13 9.295518999e-01 8.065177981e-01 9.999995813e-01 1.000000000e+00
7.195125100e-02 5.647653358e+00 1.493949856e-13 9.221367548e-01 7.858348284e-01 9.999995807e-01 1.000000000e+00
7.200405400e-02 5.525752842e+00 1.486584293e-13 9.067017849e-01 7.429990533e-01 9.999995800e-01 1.000000000e+00
7.205685600e-02 5.373784706e+00 1.479242432e-13 8.861401764e-01 6.858931475e-01 9.999995794e-01 1.000000000e+00
7.210965900e-02 5.212995791e+00 1.471923967e-13 8.638977632e-01 6.239737162e-01 9.999995788e-01 1.000000000e+00
7.216246100e-02 5.059245343e+00 1.464629151e-13 8.425918188e-01 5.644612831e-01 9.999995782e-01 1.000000000e+00
7.221526300e-02 4.920870354e+00 1.457357817e-13 8.236330901e-01 5.112760827e-01 9.999995776e-01 1.000000000e+00
7.226806600e-02 4.800478113e+00 1.450109801e-13 8.074965221e-01 4.657646911e-01 9.999995770e-01 1.000000000e+00
7.232086800e-02 4.697473949e+00 1.442885352e-13 7.941247475e-01 4.278022530e-01 9.999995763e-01 1.000000000e+00
7.237367100e-02 4.609895716e+00 1.435684169e-13 7.832269194e-01 3.966131642e-01 9.999995757e-01 1.000000000e+00
7.242647300e-02 4.535462423e+00 1.428506497e-13 7.744513170e-01 3.712474999e-01 9.999995751e-01 1.000000000e+00
7.247927600e-02 4.472034535e+00 1.421352038e-13 7.674634728e-01 3.507977023e-01 9.999995745e-01 1.000000000e+00
7.253207800e-02 4.417794585e+00 1.414221035e-13 7.619772210e-01 3.344858598e-01 9.999995739e-01 1.000000000e+00
7.258488100e-02 4.371263621e+00 1.407113190e-13 7.577594195e-01 3.216777670e-01 9.999995732e-01 1.000000000e+00
7.263768300e-02 4.331278383e+00 1.400028746e-13 7.546267715e-01 3.118752475e-01 9.999995726e-01 1.000000000e+00
7.269048600e-02 4.296935653e+00 1.392967406e-13 7.524379706e-01 3.046949660e-01 9.999995720e-01 1.000000000e+00
7.274328800e-02 4.267548952e+00 1.385929411e-13 7.510865885e-01 2.998494492e-01 9.999995714e-01 1.000000000e+00
7.279609000e-02 4.242598425e+00 1.378914598e-13 7.504936346e-01 2.971267097e-01 9.999995708e-01 1.000000000e+00
7.284889300e-02 4.221693039e+00 1.371922807e-13 7.506013276e-01 2.963733071e-01 9.999995701e-01 1.000000000e+00
7.290169500e-02 4.204538739e+00 1.364954275e-13 7.513677438e-01 2.974797282e-01 9.999995695e-01 1.000000000e+00
7.295449800e-02 4.190919272e+00 1.358008710e-13 7.527642987e-01 3.003734525e-01 9.999995689e-01 1.000000000e+00
7.300730000e-02 4.180711114e+00 1.351086347e-13 7.547782048e-01 3.050263594e-01 9.999995683e-01 1.000000000e+00
7.306010300e-02 4.173921905e+00 1.344186894e-13 7.574204458e-01 3.114775370e-01 9.999995676e-01 1.000000000e+00
7.311290500e-02 4.170729033e+00 1.337310586e-13 7.607328376e-01 3.198540192e-01 9.999995670e-01 1.000000000e+00
7.316570700e-02 4.171476256e+00 1.330457262e-13 7.647887208e-01 3.303732851e-01 9.999995664e-01 1.000000000e+00
7.321851000e-02 4.176641723e+00 1.323626764e-13 7.696876505e-01 3.433288574e-01 9.999995658e-01 1.000000000e+00
7.327131200e-02 4.186815847e+00 1.316819323e-13 7.755517339e-01 3.590804768e-01 9.999995651e-01 1.000000000e+00
7.332411500e-02 4.202714489e+00 1.310034652e-13 7.825291845e-01 3.780646285e-01 9.999995645e-01 1.000000000e+00
7.337691700e-02 4.225216829e+00 1.303272978e-13 7.908014549e-01 4.008156996e-01 9.999995639e-01 1.000000000e+00
7.342972000e-02 4.255421568e+00 1.296534017e-13 8.005952669e-01 4.280010795e-01 9.999995633e-01 1.000000000e+00
7.348252200e-02 4.294704466e+00 1.289817993e-13 8.121940161e-01 4.604550663e-01 9.999995626e-01 1.000000000e+00
7.353532400e-02 4.344787176e+00 1.283124751e-13 8.259528493e-01 4.992233872e-01 9.999995620e-01 1.000000000e+00
7.358812700e-02 4.407799206e+00 1.276454135e-13 8.423120965e-01 5.456035556e-01 9.999995614e-01 1.000000000e+00
7.364092900e-02 4.486314847e+00 1.269806367e-13 8.618062791e-01 6.011728077e-01 9.999995607e-01 1.000000000e+00
7.369373200e-02 4.583337695e+00 1.263181166e-13 8.850641000e-01 6.677900923e-01 9.999995601e-01 1.000000000e+00
7.374653400e-02 4.702104413e+00 1.256578754e-13 9.127720397e-01 7.474929121e-01 9.999995595e-01 1.000000000e+00
7.379933600e-02 4.845578765e+00 1.249998975e-13 9.455776283e-01 8.422181493e-01 9.999995588e-01 1.000000000e+00
7.385213900e-02 5.015319195e+00 1.243441674e-13 9.838658721e-01 9.531521432e-01 9.999995582e-01 1.000000000e+00
7.390494100e-02 5.209418758e+00 1.236907071e-13 1.027345598e+00 1.079522004e+00 9.999995576e-01 1.000000000e+00
7.395774400e-02 5.419588999e+00 1.230394887e-13 1.074453999e+00 1.216846370e+00 9.999995570e-01 1.000000000e+00
7.401054600e-02 5.628548255e+00 1.223905338e-13 1.121801591e+00 1.355288045e+00 9.999995563e-01 1.000000000e+00
7.406334800e-02 5.811152684e+00 1.217438272e-13 1.164351357e+00 1.480136477e+00 9.999995557e-01 1.000000000e+00
7.411615100e-02 5.942921016e+00 1.210993535e-13 1.197092525e+00 1.576667860e+00 9.999995551e-01 1.000000000e+00
7.416895300e-02 6.014033726e+00 1.204571342e-13 1.217876960e+00 1.638456792e+00 9.999995544e-01 1.000000000e+00
7.422175500e-02 6.037931915e+00 1.198171538e-13 1.229248030e+00 1.672807594e+00 9.999995538e-01 1.000000000e+00
7.427455800e-02 6.045555000e+00 1.191793974e-13 1.237386678e+00 1.697761758e+00 9.999995531e-01 1.000000000e+00
7.432736000e-02 6.070534486e+00 1.185438859e-13 1.249161082e+00 1.733494803e+00 9.999995525e-01 1.000000000e+00
7.438016300e-02 6.136989923e+00 1.179105921e-13 1.269619872e+00 1.794941619e+00 9.999995519e-01 1.000000000e+00
7.443296500e-02 6.253939814e+00 1.172795371e-13 1.300778264e+00 1.888171343e+00 9.999995512e-01 1.000000000e+00
7.448576700e-02 6.413030510e+00 1.166507055e-13 1.341061289e+00 2.008672503e+00 9.999995506e-01 1.000000000e+00
7.453857000e-02 6.586955371e+00 1.160240825e-13 1.384873696e+00 2.139997529e+00 9.999995500e-01 1.000000000e+00
