%q Iq Pq Sq Zq Bq Bq2
3.060643400e-02 2.153989818e+01 1.394755783e-12 3.764672246e-01 2.469615711e-01 9.999999241e-01 1.000000000e+00
3.065923800e-02 2.314596169e+01 1.392761259e-12 4.051395523e-01 2.809853776e-01 9.999999239e-01 1.000000000e+00
3.071204100e-02 2.520530645e+01 1.390765786e-12 4.418453164e-01 3.247110246e-01 9.999999236e-01 1.000000000e+00
3.076484500e-02 2.790171157e+01 1.388769297e-12 4.898475119e-01 3.820830586e-01 9.999999233e-01 1.000000000e+00
3.081764800e-02 3.150559944e+01 1.386771878e-12 5.539520867e-01 4.589137768e-01 9.999999231e-01 1.000000000e+00
3.087045200e-02 3.640529703e+01 1.384773464e-12 6.410699224e-01 5.635661795e-01 9.999999228e-01 1.000000000e+00
3.092325500e-02 4.310667692e+01 1.382774141e-12 7.602256329e-01 7.069727993e-01 9.999999225e-01 1.000000000e+00
3.097605900e-02 5.207722457e+01 1.380773842e-12 9.198180780e-01 8.993393839e-01 9.999999223e-01 1.000000000e+00
3.102886200e-02 6.310150446e+01 1.378772654e-12 1.116211739e+00 1.136372046e+00 9.999999220e-01 1.000000000e+00
3.108166600e-02 7.385366220e+01 1.376770510e-12 1.308355463e+00 1.368575094e+00 9.999999217e-01 1.000000000e+00
3.113447000e-02 7.928174362e+01 1.374767460e-12 1.406584467e+00 1.487572096e+00 9.999999215e-01 1.000000000e+00
3.118727300e-02 7.583336232e+01 1.372763550e-12 1.347358933e+00 1.416302271e+00 9.999999212e-01 1.000000000e+00
3.124007700e-02 6.627822771e+01 1.370758714e-12 1.179280283e+00 1.213212695e+00 9.999999209e-01 1.000000000e+00
3.129288000e-02 5.589328150e+01 1.368753040e-12 9.959202126e-01 9.913561649e-01 9.999999207e-01 1.000000000e+00
3.134568400e-02 4.747299602e+01 1.366746460e-12 8.470898732e-01 8.110524033e-01 9.999999204e-01 1.000000000e+00
3.139848700e-02 4.144935263e+01 1.364739062e-12 7.406630354e-01 6.819285960e-01 9.999999201e-01 1.000000000e+00
3.145129100e-02 3.740467234e+01 1.362730778e-12 6.693497811e-01 5.952392946e-01 9.999999199e-01 1.000000000e+00
3.150409400e-02 3.483675323e+01 1.360721695e-12 6.243018786e-01 5.403246368e-01 9.999999196e-01 1.000000000e+00
3.155689800e-02 3.336251421e+01 1.358711746e-12 5.987577168e-01 5.090321034e-01 9.999999193e-01 1.000000000e+00
3.160970100e-02 3.273075183e+01 1.356701019e-12 5.882869470e-01 4.960220565e-01 9.999999191e-01 1.000000000e+00
3.166250500e-02 3.279426716e+01 1.354689447e-12 5.903059516e-01 4.981874259e-01 9.999999188e-01 1.000000000e+00
3.171530900e-02 3.348478607e+01 1.352677077e-12 6.036391292e-01 5.141269922e-01 9.999999185e-01 1.000000000e+00
3.176811200e-02 3.479807811e+01 1.350663958e-12 6.282606436e-01 5.438363805e-01 9.999999183e-01 1.000000000e+00
3.182091600e-02 3.678977940e+01 1.348650024e-12 6.652274969e-01 5.886310465e-01 9.999999180e-01 1.000000000e+00
3.187371900e-02 3.958096871e+01 1.346635361e-12 7.167885169e-01 6.512835764e-01 9.999999177e-01 1.000000000e+00
3.192652300e-02 4.337541012e+01 1.344619902e-12 7.867062745e-01 7.364213382e-01 9.999999174e-01 1.000000000e+00
3.197932600e-02 4.849012963e+01 1.342603735e-12 8.808238785e-01 8.512248459e-01 9.999999172e-01 1.000000000e+00
3.203213000e-02 5.540547813e+01 1.340586792e-12 1.007991835e+00 1.006568873e+00 9.999999169e-01 1.000000000e+00
3.208493300e-02 6.483434088e+01 1.338569160e-12 1.181351878e+00 1.218604689e+00 9.999999166e-01 1.000000000e+00
3.213773700e-02 7.779810504e+01 1.336550772e-12 1.419756222e+00 1.510514320e+00 9.999999163e-01 1.000000000e+00
3.219054000e-02 9.561588208e+01 1.334531715e-12 1.747613553e+00 1.912345403e+00 9.999999161e-01 1.000000000e+00
3.224334400e-02 1.194924158e+02 1.332511922e-12 2.187387116e+00 2.451842109e+00 9.999999158e-01 1.000000000e+00
3.229614700e-02 1.488831409e+02 1.330491480e-12 2.729602310e+00 3.117663383e+00 9.999999155e-01 1.000000000e+00
3.234895100e-02 1.779069293e+02 1.328470323e-12 3.266730356e+00 3.778132365e+00 9.999999152e-01 1.000000000e+00
3.240175500e-02 1.935307627e+02 1.326448497e-12 3.559054217e+00 4.138925667e+00 9.999999150e-01 1.000000000e+00
3.245455800e-02 1.855977272e+02 1.324426053e-12 3.418368681e+00 3.968217883e+00 9.999999147e-01 1.000000000e+00
3.250736200e-02 1.600348411e+02 1.322402922e-12 2.952026218e+00 3.396919749e+00 9.999999144e-01 1.000000000e+00
3.256016500e-02 1.308286780e+02 1.320379191e-12 2.416943077e+00 2.740288996e+00 9.999999141e-01 1.000000000e+00
3.261296900e-02 1.062885204e+02 1.318354795e-12 1.966558999e+00 2.187045104e+00 9.999999138e-01 1.000000000e+00
3.266577200e-02 8.815800802e+01 1.316329818e-12 1.633578330e+00 1.777683774e+00 9.999999136e-01 1.000000000e+00
3.271857600e-02 7.550870446e+01 1.314304195e-12 1.401310402e+00 1.491920480e+00 9.999999133e-01 1.000000000e+00
3.277137900e-02 6.699601877e+01 1.312278013e-12 1.245225324e+00 1.299746275e+00 9.999999130e-01 1.000000000e+00
3.282418300e-02 6.153844785e+01 1.310251203e-12 1.145540221e+00 1.176931078e+00 9.999999127e-01 1.000000000e+00
3.287698600e-02 5.840196169e+01 1.308223854e-12 1.088829167e+00 1.107031646e+00 9.999999124e-01 1.000000000e+00
3.292979000e-02 5.713796707e+01 1.306195897e-12 1.066914100e+00 1.080047017e+00 9.999999122e-01 1.000000000e+00
3.298259300e-02 5.751697146e+01 1.304167420e-12 1.075664461e+00 1.090955560e+00 9.999999119e-01 1.000000000e+00
3.303539700e-02 5.948637741e+01 1.302138356e-12 1.114238231e+00 1.138792503e+00 9.999999116e-01 1.000000000e+00
3.308820000e-02 6.315624473e+01 1.300108791e-12 1.184840176e+00 1.226364288e+00 9.999999113e-01 1.000000000e+00
3.314100400e-02 6.881268015e+01 1.298078659e-12 1.292997553e+00 1.360603206e+00 9.999999110e-01 1.000000000e+00
3.319380700e-02 7.695973737e+01 1.296048046e-12 1.448374553e+00 1.553591644e+00 9.999999108e-01 1.000000000e+00
3.324661100e-02 8.839722453e+01 1.294016885e-12 1.666271925e+00 1.824441075e+00 9.999999105e-01 1.000000000e+00
3.329941400e-02 1.043327036e+02 1.291985263e-12 1.969785761e+00 2.201997405e+00 9.999999102e-01 1.000000000e+00
3.335221800e-02 1.265071812e+02 1.289953113e-12 2.392246358e+00 2.727905784e+00 9.999999099e-01 1.000000000e+00
3.340502100e-02 1.571880372e+02 1.287920522e-12 2.977164660e+00 3.456588166e+00 9.999999096e-01 1.000000000e+00
3.345782500e-02 1.985460638e+02 1.285887421e-12 3.766494926e+00 4.440680018e+00 9.999999093e-01 1.000000000e+00
3.351062800e-02 2.501341297e+02 1.283853899e-12 4.752712724e+00 5.671341258e+00 9.999999090e-01 1.000000000e+00
3.356343200e-02 3.030755063e+02 1.281819888e-12 5.767817577e+00 6.939710102e+00 9.999999088e-01 1.000000000e+00
3.361623500e-02 3.356936082e+02 1.279785475e-12 6.398750896e+00 7.730722785e+00 9.999999085e-01 1.000000000e+00
3.366903900e-02 3.272675441e+02 1.277750593e-12 6.248069912e+00 7.547373604e+00 9.999999082e-01 1.000000000e+00
3.372184200e-02 2.831633591e+02 1.275715328e-12 5.414647249e+00 6.511110286e+00 9.999999079e-01 1.000000000e+00
3.377464600e-02 2.276724046e+02 1.273679613e-12 4.360468618e+00 5.197516669e+00 9.999999076e-01 1.000000000e+00
3.382744900e-02 1.782760239e+02 1.271643535e-12 3.419833770e+00 4.024093008e+00 9.999999073e-01 1.000000000e+00
3.388025300e-02 1.399985709e+02 1.269607026e-12 2.689829885e+00 3.112635267e+00 9.999999070e-01 1.000000000e+00
3.393305600e-02 1.117852825e+02 1.267570175e-12 2.151171733e+00 2.439539135e+00 9.999999067e-01 1.000000000e+00
3.398586000e-02 9.119244997e+01 1.265532912e-12 1.757676524e+00 1.947425769e+00 9.999999064e-01 1.000000000e+00
3.403866300e-02 7.604650740e+01 1.263495326e-12 1.468079460e+00 1.584923731e+00 9.999999062e-01 1.000000000e+00
3.409146700e-02 6.474279903e+01 1.261457348e-12 1.251851638e+00 1.313991464e+00 9.999999059e-01 1.000000000e+00
3.414427000e-02 5.616612595e+01 1.259419066e-12 1.087747375e+00 1.108139420e+00 9.999999056e-01 1.000000000e+00
3.419707400e-02 4.955143112e+01 1.257380411e-12 9.611767827e-01 9.491685410e-01 9.999999053e-01 1.000000000e+00
3.424987700e-02 4.437286530e+01 1.255341472e-12 8.621036821e-01 8.245556216e-01 9.999999050e-01 1.000000000e+00
3.430268100e-02 4.026413149e+01 1.253302181e-12 7.835323900e-01 7.255688278e-01 9.999999047e-01 1.000000000e+00
3.435548400e-02 3.696695315e+01 1.251262623e-12 7.205275607e-01 6.460465981e-01 9.999999044e-01 1.000000000e+00
3.440828800e-02 3.429602342e+01 1.249222733e-12 6.695467141e-01 5.815654486e-01 9.999999041e-01 1.000000000e+00
3.446109100e-02 3.211685971e+01 1.247182596e-12 6.280182572e-01 5.289139270e-01 9.999999038e-01 1.000000000e+00
3.451389500e-02 3.033032436e+01 1.245142146e-12 5.940463295e-01 4.857243376e-01 9.999999035e-01 1.000000000e+00
3.456669800e-02 2.886283442e+01 1.243101469e-12 5.662240527e-01 4.502399006e-01 9.999999032e-01 1.000000000e+00
3.461950200e-02 2.765919135e+01 1.241060497e-12 5.434967563e-01 4.211439955e-01 9.999999029e-01 1.000000000e+00
3.467230500e-02 2.667807053e+01 1.239019318e-12 5.250759216e-01 3.974529317e-01 9.999999026e-01 1.000000000e+00
3.472510900e-02 2.588855971e+01 1.236977864e-12 5.103732475e-01 3.784336184e-01 9.999999023e-01 1.000000000e+00
3.477791200e-02 2.526805087e+01 1.234936222e-12 4.989605260e-01 3.635536947e-01 9.999999020e-01 1.000000000e+00
3.483071600e-02 2.480058784e+01 1.232894323e-12 4.905383997e-01 3.524425814e-01 9.999999017e-01 1.000000000e+00
3.488351900e-02 2.447597771e+01 1.230852256e-12 4.849196925e-01 3.448709798e-01 9.999999014e-01 1.000000000e+00
3.493632300e-02 2.428917353e+01 1.228809952e-12 4.820182093e-01 3.407370952e-01 9.999999011e-01 1.000000000e+00
3.498912600e-02 2.424016332e+01 1.226767499e-12 4.818472472e-01 3.400652714e-01 9.999999008e-01 1.000000000e+00
3.504193000e-02 2.433416029e+01 1.224724828e-12 4.845243352e-01 3.430124034e-01 9.999999005e-01 1.000000000e+00
3.509473300e-02 2.458224865e+01 1.222682026e-12 4.902848679e-01 3.498858301e-01 9.999999002e-01 1.000000000e+00
3.514753700e-02 2.500255573e+01 1.220639026e-12 4.995066411e-01 3.611750477e-01 9.999998999e-01 1.000000000e+00
3.520034000e-02 2.562206086e+01 1.218595915e-12 5.127471319e-01 3.775999357e-01 9.999998996e-01 1.000000000e+00
3.525314400e-02 2.647948324e+01 1.216552624e-12 5.308030452e-01 4.001874482e-01 9.999998993e-01 1.000000000e+00
3.530594700e-02 2.762942823e+01 1.214509242e-12 5.547954801e-01 4.303814616e-01 9.999998990e-01 1.000000000e+00
3.535875100e-02 2.914888718e+01 1.212465699e-12 5.863035775e-01 4.702148775e-01 9.999998987e-01 1.000000000e+00
3.541155400e-02 3.114661863e+01 1.210422083e-12 6.275573176e-01 5.225581842e-01 9.999998984e-01 1.000000000e+00
3.546435800e-02 3.377774553e+01 1.208378326e-12 6.817378660e-01 5.915065149e-01 9.999998981e-01 1.000000000e+00
3.551716100e-02 3.726476369e+01 1.206334515e-12 7.534103203e-01 6.829379416e-01 9.999998978e-01 1.000000000e+00
3.556996500e-02 4.192849527e+01 1.204290582e-12 8.491626451e-01 8.053381713e-01 9.999998975e-01 1.000000000e+00
3.562276800e-02 4.822688308e+01 1.202246614e-12 9.784098701e-01 9.708407553e-01 9.999998972e-01 1.000000000e+00
3.567557200e-02 5.679078411e+01 1.200202542e-12 1.154145910e+00 1.196204683e+00 9.999998969e-01 1.000000000e+00
3.572837500e-02 6.839595704e+01 1.198158455e-12 1.392403505e+00 1.502138412e+00 9.999998966e-01 1.000000000e+00
3.578117900e-02 8.369182630e+01 1.196114284e-12 1.706748526e+00 1.906243536e+00 9.999998963e-01 1.000000000e+00
3.583398200e-02 1.022641577e+02 1.194070115e-12 2.089108750e+00 2.398363386e+00 9.999998960e-01 1.000000000e+00
3.588678500e-02 1.207200578e+02 1.192025920e-12 2.470397616e+00 2.889834289e+00 9.999998957e-01 1.000000000e+00
3.593958900e-02 1.316405763e+02 1.189981669e-12 2.698517941e+00 3.184881609e+00 9.999998954e-01 1.000000000e+00
3.599239200e-02 1.284240360e+02 1.187937450e-12 2.637108630e+00 3.107419046e+00 9.999998951e-01 1.000000000e+00
3.604519600e-02 1.130075389e+02 1.185893193e-12 2.324520917e+00 2.706053753e+00 9.999998948e-01 1.000000000e+00
3.609799900e-02 9.340885910e+01 1.183848987e-12 1.924672832e+00 2.191522314e+00 9.999998945e-01 1.000000000e+00
3.615080300e-02 7.562207566e+01 1.181804762e-12 1.560843182e+00 1.722723863e+00 9.999998941e-01 1.000000000e+00
3.620360600e-02 6.158119056e+01 1.179760607e-12 1.273210484e+00 1.351669246e+00 9.999998938e-01 1.000000000e+00
3.625641000e-02 5.107145637e+01 1.177716452e-12 1.057723347e+00 1.073338920e+00 9.999998935e-01 1.000000000e+00
3.630921300e-02 4.330618037e+01 1.175672384e-12 8.984341866e-01 8.673061060e-01 9.999998932e-01 1.000000000e+00
3.636201700e-02 3.753757585e+01 1.173628336e-12 7.800931529e-01 7.139865099e-01 9.999998929e-01 1.000000000e+00
3.641482000e-02 3.319588660e+01 1.171584394e-12 6.910508568e-01 5.984028457e-01 9.999998926e-01 1.000000000e+00
3.646762400e-02 2.987593727e+01 1.169540491e-12 6.230095206e-01 5.098793359e-01 9.999998923e-01 1.000000000e+00
3.652042700e-02 2.729598249e+01 1.167496712e-12 5.701922620e-01 4.409797727e-01 9.999998920e-01 1.000000000e+00
3.657323000e-02 2.525978214e+01 1.165453029e-12 5.285715249e-01 3.865175507e-01 9.999998917e-01 1.000000000e+00
3.662603400e-02 2.362952331e+01 1.163409412e-12 4.953165830e-01 3.428460327e-01 9.999998913e-01 1.000000000e+00
3.667883700e-02 2.230720555e+01 1.161365948e-12 4.684130149e-01 3.073694147e-01 9.999998910e-01 1.000000000e+00
3.673164100e-02 2.122195707e+01 1.159322568e-12 4.464031172e-01 2.782087157e-01 9.999998907e-01 1.000000000e+00
3.678444400e-02 2.032190740e+01 1.157279360e-12 4.282193683e-01 2.539876091e-01 9.999998904e-01 1.000000000e+00
3.683724800e-02 1.956841613e+01 1.155236256e-12 4.130661318e-01 2.336800218e-01 9.999998901e-01 1.000000000e+00
3.689005100e-02 1.893240541e+01 1.153193341e-12 4.003443636e-01 2.165133066e-01 9.999998898e-01 1.000000000e+00
3.694285500e-02 1.839162204e+01 1.151150548e-12 3.895954491e-01 2.018957874e-01 9.999998895e-01 1.000000000e+00
3.699565800e-02 1.792890685e+01 1.149107964e-12 3.804656020e-01 1.893710130e-01 9.999998891e-01 1.000000000e+00
3.704846200e-02 1.753081771e+01 1.147065519e-12 3.726776185e-01 1.785812453e-01 9.999998888e-01 1.000000000e+00
3.710126500e-02 1.718677385e+01 1.145023302e-12 3.660132274e-01 1.692448277e-01 9.999998885e-01 1.000000000e+00
3.715406800e-02 1.688832747e+01 1.142981282e-12 3.602981598e-01 1.611368396e-01 9.999998882e-01 1.000000000e+00
3.720687200e-02 1.662869678e+01 1.140939430e-12 3.553925191e-01 1.540767255e-01 9.999998879e-01 1.000000000e+00
3.725967500e-02 1.640241083e+01 1.138897832e-12 3.511834472e-01 1.479188808e-01 9.999998875e-01 1.000000000e+00
3.731247900e-02 1.620500291e+01 1.136856421e-12 3.475788715e-01 1.425444930e-01 9.999998872e-01 1.000000000e+00
3.736528200e-02 1.603283890e+01 1.134815282e-12 3.445039074e-01 1.378570152e-01 9.999998869e-01 1.000000000e+00
3.741808600e-02 1.588293127e+01 1.132774348e-12 3.418971019e-01 1.337772140e-01 9.999998866e-01 1.000000000e+00
3.747088900e-02 1.575284803e+01 1.130733705e-12 3.397084961e-01 1.302407865e-01 9.999998863e-01 1.000000000e+00
3.752369300e-02 1.564060283e+01 1.128693285e-12 3.378974485e-01 1.271954514e-01 9.999998859e-01 1.000000000e+00
3.757649600e-02 1.554461312e+01 1.126653174e-12 3.364317189e-01 1.245998883e-01 9.999998856e-01 1.000000000e+00
3.762929900e-02 1.546364505e+01 1.124613343e-12 3.352864321e-01 1.224223251e-01 9.999998853e-01 1.000000000e+00
3.768210300e-02 1.539680342e+01 1.122573762e-12 3.344438908e-01 1.206403659e-01 9.999998850e-01 1.000000000e+00
3.773490600e-02 1.534353820e+01 1.120534517e-12 3.338937480e-01 1.192412934e-01 9.999998847e-01 1.000000000e+00
3.778771000e-02 1.530365941e+01 1.118495541e-12 3.336334804e-01 1.182226427e-01 9.999998843e-01 1.000000000e+00
3.784051300e-02 1.527737019e+01 1.116456920e-12 3.336690895e-01 1.175932714e-01 9.999998840e-01 1.000000000e+00
3.789331700e-02 1.526521938e+01 1.114418584e-12 3.340142336e-01 1.173721519e-01 9.999998837e-01 1.000000000e+00
3.794612000e-02 1.526778612e+01 1.112380622e-12 3.346832892e-01 1.175793202e-01 9.999998834e-01 1.000000000e+00
3.799892300e-02 1.528458725e+01 1.110343003e-12 3.356674329e-01 1.182040735e-01 9.999998830e-01 1.000000000e+00
3.805172700e-02 1.531167631e+01 1.108305697e-12 3.368815441e-01 1.191344238e-01 9.999998827e-01 1.000000000e+00
3.810453000e-02 1.533942185e+01 1.106268791e-12 3.381144758e-01 1.200906916e-01 9.999998824e-01 1.000000000e+00
3.815733400e-02 1.535665898e+01 1.104232216e-12 3.391196923e-01 1.207452281e-01 9.999998821e-01 1.000000000e+00
3.821013700e-02 1.536198954e+01 1.102196059e-12 3.398649585e-01 1.210544699e-01 9.999998817e-01 1.000000000e+00
3.826294100e-02 1.536562847e+01 1.100160251e-12 3.405753593e-01 1.213172270e-01 9.999998814e-01 1.000000000e+00
3.831574400e-02 1.537842284e+01 1.098124879e-12 3.414916437e-01 1.218541745e-01 9.999998811e-01 1.000000000e+00
3.836854700e-02 1.540557062e+01 1.096089913e-12 3.427306556e-01 1.228217514e-01 9.999998808e-01 1.000000000e+00
3.842135100e-02 1.544814437e+01 1.094055323e-12 3.443181201e-01 1.242553014e-01 9.999998804e-01 1.000000000e+00
3.847415400e-02 1.550576350e+01 1.092021195e-12 3.462474536e-01 1.261471722e-01 9.999998801e-01 1.000000000e+00
3.852695800e-02 1.557796117e+01 1.089987462e-12 3.485101407e-01 1.284870552e-01 9.999998798e-01 1.000000000e+00
3.857976100e-02 1.566460993e+01 1.087954208e-12 3.511051635e-01 1.312746899e-01 9.999998794e-01 1.000000000e+00
3.863256400e-02 1.576600669e+01 1.085921405e-12 3.540410647e-01 1.345225769e-01 9.999998791e-01 1.000000000e+00
3.868536800e-02 1.588285266e+01 1.083889022e-12 3.573355509e-01 1.382555345e-01 9.999998788e-01 1.000000000e+00
3.873817100e-02 1.601622450e+01 1.081857146e-12 3.610148881e-01 1.425099779e-01 9.999998784e-01 1.000000000e+00
3.879097500e-02 1.616758985e+01 1.079825709e-12 3.651144234e-01 1.473345736e-01 9.999998781e-01 1.000000000e+00
3.884377800e-02 1.633881090e+01 1.077794795e-12 3.696786480e-01 1.527904778e-01 9.999998778e-01 1.000000000e+00
3.889658200e-02 1.653221689e+01 1.075764338e-12 3.747630309e-01 1.589537481e-01 9.999998775e-01 1.000000000e+00
3.894938500e-02 1.675065429e+01 1.073734423e-12 3.804351577e-01 1.659170369e-01 9.999998771e-01 1.000000000e+00
3.900218800e-02 1.699761880e+01 1.071705019e-12 3.867779429e-01 1.737938958e-01 9.999998768e-01 1.000000000e+00
3.905499200e-02 1.727739251e+01 1.069676098e-12 3.938928630e-01 1.827232522e-01 9.999998765e-01 1.000000000e+00
3.910779500e-02 1.759522033e+01 1.067647745e-12 4.019041217e-01 1.928751675e-01 9.999998761e-01 1.000000000e+00
3.916059900e-02 1.795760948e+01 1.065619892e-12 4.109658201e-01 2.044605515e-01 9.999998758e-01 1.000000000e+00
3.921340200e-02 1.837263042e+01 1.063592625e-12 4.212690284e-01 2.177409781e-01 9.999998754e-01 1.000000000e+00
3.926620500e-02 1.885043602e+01 1.061565913e-12 4.330541708e-01 2.330455461e-01 9.999998751e-01 1.000000000e+00
3.931900900e-02 1.940389312e+01 1.059539727e-12 4.466259956e-01 2.507914424e-01 9.999998748e-01 1.000000000e+00
3.937181200e-02 2.004943934e+01 1.057514153e-12 4.623739037e-01 2.715118574e-01 9.999998744e-01 1.000000000e+00
3.942461600e-02 2.080841008e+01 1.055489123e-12 4.808035455e-01 2.958991904e-01 9.999998741e-01 1.000000000e+00
3.947741900e-02 2.170870544e+01 1.053464721e-12 5.025764004e-01 3.248594631e-01 9.999998738e-01 1.000000000e+00
3.953022200e-02 2.278741174e+01 1.051440918e-12 5.285722190e-01 3.595978606e-01 9.999998734e-01 1.000000000e+00
3.958302600e-02 2.409442273e+01 1.049417685e-12 5.599752524e-01 4.017371162e-01 9.999998731e-01 1.000000000e+00
3.963582900e-02 2.569765348e+01 1.047395107e-12 5.983985637e-01 4.534882370e-01 9.999998727e-01 1.000000000e+00
3.968863300e-02 2.769093769e+01 1.045373115e-12 6.460726031e-01 5.179094133e-01 9.999998724e-01 1.000000000e+00
3.974143600e-02 3.020483126e+01 1.043351795e-12 7.061036112e-01 5.992614171e-01 9.999998721e-01 1.000000000e+00
3.979423900e-02 3.342205310e+01 1.041331117e-12 7.828439879e-01 7.035172100e-01 9.999998717e-01 1.000000000e+00
3.984704300e-02 3.759602000e+01 1.039311052e-12 8.823393839e-01 8.389788006e-01 9.999998714e-01 1.000000000e+00
3.989984600e-02 4.306560284e+01 1.037291684e-12 1.012692089e+00 1.016782877e+00 9.999998710e-01 1.000000000e+00
3.995265000e-02 5.024084716e+01 1.035272946e-12 1.183744788e+00 1.250480487e+00 9.999998707e-01 1.000000000e+00
4.000545300e-02 5.947981352e+01 1.033254923e-12 1.404189420e+00 1.552094181e+00 9.999998704e-01 1.000000000e+00
4.005825600e-02 7.068944323e+01 1.031237584e-12 1.672114124e+00 1.919176543e+00 9.999998700e-01 1.000000000e+00
4.011106000e-02 8.248032047e+01 1.029220900e-12 1.954864931e+00 2.307171010e+00 9.999998697e-01 1.000000000e+00
4.016386300e-02 9.140952952e+01 1.027204957e-12 2.170762432e+00 2.604177578e+00 9.999998693e-01 1.000000000e+00
4.021666600e-02 9.337962570e+01 1.025189723e-12 2.221910109e+00 2.675678760e+00 9.999998690e-01 1.000000000e+00
4.026947000e-02 8.756976338e+01 1.023175171e-12 2.087763359e+00 2.492906910e+00 9.999998686e-01 1.000000000e+00
4.032227300e-02 7.744876418e+01 1.021161383e-12 1.850094460e+00 2.167586690e+00 9.999998683e-01 1.000000000e+00
4.037507700e-02 6.709201160e+01 1.019148293e-12 1.605842026e+00 1.832671267e+00 9.999998680e-01 1.000000000e+00
4.042788000e-02 5.862071713e+01 1.017135985e-12 1.405842830e+00 1.558105072e+00 9.999998676e-01 1.000000000e+00
4.048068300e-02 5.250271766e+01 1.015124429e-12 1.261603451e+00 1.359889195e+00 9.999998673e-01 1.000000000e+00
4.053348700e-02 4.852307692e+01 1.013113596e-12 1.168280848e+00 1.231538059e+00 9.999998669e-01 1.000000000e+00
4.058629000e-02 4.634563163e+01 1.011103570e-12 1.118068215e+00 1.162455123e+00 9.999998666e-01 1.000000000e+00
4.063909400e-02 4.571700244e+01 1.009094284e-12 1.105097841e+00 1.144686294e+00 9.999998662e-01 1.000000000e+00
4.069189700e-02 4.651863642e+01 1.007085821e-12 1.126720802e+00 1.174699629e+00 9.999998659e-01 1.000000000e+00
4.074470000e-02 4.877515450e+01 1.005078153e-12 1.183742062e+00 1.253729120e+00 9.999998655e-01 1.000000000e+00
4.079750400e-02 5.266040442e+01 1.003071248e-12 1.280602133e+00 1.388046238e+00 9.999998652e-01 1.000000000e+00
4.085030700e-02 5.850876446e+01 1.001065193e-12 1.425688803e+00 1.589413085e+00 9.999998648e-01 1.000000000e+00
4.090311000e-02 6.681842257e+01 9.990599562e-13 1.631457065e+00 1.875271929e+00 9.999998645e-01 1.000000000e+00
4.095591400e-02 7.818853278e+01 9.970555088e-13 1.912932207e+00 2.266691613e+00 9.999998641e-01 1.000000000e+00
4.100871700e-02 9.303720207e+01 9.950519348e-13 2.280821385e+00 2.778814003e+00 9.999998638e-01 1.000000000e+00
4.106152000e-02 1.108105706e+02 9.930492044e-13 2.722040691e+00 3.393755765e+00 9.999998634e-01 1.000000000e+00
4.111432400e-02 1.285427218e+02 9.910472879e-13 3.164026060e+00 4.010807559e+00 9.999998631e-01 1.000000000e+00
4.116712700e-02 1.401125318e+02 9.890462694e-13 3.455801222e+00 4.419715989e+00 9.999998627e-01 1.000000000e+00
4.121993100e-02 1.395504339e+02 9.870460813e-13 3.448912382e+00 4.413028441e+00 9.999998624e-01 1.000000000e+00
4.127273400e-02 1.270706870e+02 9.850468074e-13 3.146846158e+00 3.994547342e+00 9.999998620e-01 1.000000000e+00
4.132553700e-02 1.088561052e+02 9.830484181e-13 2.701234097e+00 3.374931208e+00 9.999998617e-01 1.000000000e+00
4.137834100e-02 9.093577980e+01 9.810508836e-13 2.261121738e+00 2.761943375e+00 9.999998613e-01 1.000000000e+00
4.143114400e-02 7.611080165e+01 9.790542877e-13 1.896338671e+00 2.253264691e+00 9.999998610e-01 1.000000000e+00
4.148394700e-02 6.482312944e+01 9.770586007e-13 1.618382601e+00 1.865257016e+00 9.999998606e-01 1.000000000e+00
4.153675100e-02 5.659929125e+01 9.750637930e-13 1.415941674e+00 1.582382079e+00 9.999998603e-01 1.000000000e+00
4.158955400e-02 5.081722914e+01 9.730699480e-13 1.273885574e+00 1.383694199e+00 9.999998599e-01 1.000000000e+00
4.164235700e-02 4.696844576e+01 9.710770361e-13 1.179812370e+00 1.252005032e+00 9.999998595e-01 1.000000000e+00
4.169516100e-02 4.471192004e+01 9.690850277e-13 1.125433743e+00 1.175845326e+00 9.999998592e-01 1.000000000e+00
4.174796400e-02 4.386557649e+01 9.670940061e-13 1.106402145e+00 1.149246513e+00 9.999998588e-01 1.000000000e+00
4.180076700e-02 4.438861992e+01 9.651039417e-13 1.121905244e+00 1.171193779e+00 9.999998585e-01 1.000000000e+00
4.185357100e-02 4.636553591e+01 9.631148048e-13 1.174297075e+00 1.245127988e+00 9.999998581e-01 1.000000000e+00
4.190637400e-02 4.997476511e+01 9.611266786e-13 1.268335562e+00 1.377890225e+00 9.999998578e-01 1.000000000e+00
4.195917800e-02 5.538991617e+01 9.591394960e-13 1.408695117e+00 1.576227592e+00 9.999998574e-01 1.000000000e+00
4.201198100e-02 6.249809686e+01 9.571533400e-13 1.592786387e+00 1.836654788e+00 9.999998570e-01 1.000000000e+00
4.206478400e-02 7.031984623e+01 9.551681809e-13 1.795866051e+00 2.124367682e+00 9.999998567e-01 1.000000000e+00
4.211758800e-02 7.642982505e+01 9.531839892e-13 1.955979670e+00 2.351810699e+00 9.999998563e-01 1.000000000e+00
4.217039100e-02 7.770047663e+01 9.512008478e-13 1.992646229e+00 2.404897090e+00 9.999998560e-01 1.000000000e+00
4.222319400e-02 7.298262834e+01 9.492187270e-13 1.875557924e+00 2.240229958e+00 9.999998556e-01 1.000000000e+00
