   5.0494414e-03   3.0567203e+01
   5.1022452e-03   2.9985395e+01
   5.1550490e-03   2.7987367e+01
   5.2078528e-03   2.8713505e+01
   5.2606565e-03   2.8604972e+01
   5.3134603e-03   2.7424758e+01
   5.3662641e-03   2.7076206e+01
   5.4190679e-03   2.5969653e+01
   5.4718717e-03   2.4925142e+01
   5.5246755e-03   2.3708509e+01
   5.5774793e-03   2.3670301e+01
   5.6302831e-03   2.3402875e+01
   5.6830869e-03   2.2260059e+01
   5.7358907e-03   2.1640207e+01
   5.7886945e-03   2.0609587e+01
   5.8414983e-03   2.0093197e+01
   5.8943020e-03   2.0183506e+01
   5.9471058e-03   1.9528115e+01
   5.9999096e-03   1.8715841e+01
   6.0527134e-03   1.7835446e+01
   6.1055172e-03   1.8155236e+01
   6.1583210e-03   1.9070852e+01
   6.2111248e-03   1.8118747e+01
   6.2639286e-03   1.6883355e+01
   6.3167324e-03   1.6445900e+01
   6.3695362e-03   1.5936352e+01
   6.4223399e-03   1.5749363e+01
   6.4751437e-03   1.5359434e+01
   6.5279475e-03   1.5444352e+01
   6.5807513e-03   1.5653009e+01
   6.6335551e-03   1.4865481e+01
   6.6863589e-03   1.4875064e+01
   6.7391627e-03   1.4254034e+01
   6.7919665e-03   1.4047011e+01
   6.8447702e-03   1.4054610e+01
   6.8975740e-03   1.3900944e+01
   6.9503778e-03   1.3376146e+01
   7.0031816e-03   1.3478327e+01
   7.0559854e-03   1.2951974e+01
   7.1087892e-03   1.3340900e+01
   7.1615930e-03   1.3832793e+01
   7.2143968e-03   1.3503335e+01
   7.2672005e-03   1.2868636e+01
   7.3200043e-03   1.2494924e+01
   7.3728081e-03   1.1902520e+01
   7.4256119e-03   1.1668507e+01
   7.4784157e-03   1.1737433e+01
   7.5312195e-03   1.2457701e+01
   7.5840233e-03   1.1593647e+01
   7.6368270e-03   1.1713598e+01
   7.6896308e-03   1.1660800e+01
   7.7424346e-03   1.1586670e+01
   7.7952384e-03   1.1472829e+01
   7.8480422e-03   1.1770281e+01
   7.9008460e-03   1.1252856e+01
   7.9536497e-03   1.1248156e+01
   8.0064535e-03   1.0867538e+01
   8.0592573e-03   1.0543330e+01
   8.1120611e-03   1.0467384e+01
   8.1648649e-03   1.0578422e+01
   8.2176687e-03   1.0536522e+01
   8.2704724e-03   1.0498663e+01
   8.3232762e-03   1.0522860e+01
   8.3760800e-03   1.0142639e+01
   8.4288838e-03   1.0270278e+01
   8.4816876e-03   1.0485937e+01
   8.5344913e-03   1.0567932e+01
   8.5872951e-03   1.0117184e+01
   8.6400989e-03   9.8302607e+00
   8.6929027e-03   9.4707191e+00
   8.7457065e-03   9.2953503e+00
   8.7985102e-03   9.9512246e+00
   8.8513140e-03   9.6667639e+00
